176	0.2	-0.5	0.1	0.8	1.1
177	1	1.1	1.1	0.6	-0.7
178	-1.1	-1.3	0.8	0.1	-0.8
179	1.3	0.1	0.2	0.5	0.6
180	0.7	0.3	0.2	-1	-0.1
181	-1	-0.8	0.1	-1.5	-0.9
182	0.1	-3.2	0	-0.8	-1.6
183	-0.6	0.9	-0	-2.9	1
184	0.3	0	0.3	0.2	-0.4
185	0.3	1.8	1.6	-1.4	0.1
186	0	-0.5	-0.4	0.6	0.4
187	-0.7	-0.2	2.1	0.2	-1.2
188	-0.5	-1.4	1.1	-0.3	0.6
189	0	0.3	-1.8	-1.1	1.5
190	0.4	0.4	0.3	-1.7	-1.7
191	0.4	-0.3	-0	2.2	-0.3
192	0.4	-0.7	-0.5	-0.1	0.4
193	0.8	-0.5	1.2	1.9	1.4
194	0.1	-0.7	-0.3	-0.2	-0.6
195	1.2	1.7	0.1	-0.3	1.2
196	0.8	-0.2	-1.7	0.4	0.8
197	-0.3	0.9	-0.5	0.8	-1.3
198	-0.3	0.3	-0.9	-0.4	0.8
199	-0.6	-1	1.7	0	-1.6
200	-1	0.5	-1.1	-0.5	0.9
